Unnamed: 0;Name;Family;Born;Sigil;Serves;Known As;Occupation;Relation;Death
;Noom;;;;;;;;Historical Character
;Narrah;;;;;;;;Historical Character
;Nyel;;;;;;;;Historical Character
Lady;Tyene;Sand;;;;;Sand Snake;Oberyn's Bastard;
Ser;Manfrey;Martell;"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";;;;
Maester;Myles;;;;"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";;Sunspear maester;;
Lady;Sarella;Sand;;;;;Sand Snake;Oberyn's Bastard;
;229 Cersei;;;;;;;;
;Senelle;;;;"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";;Cersei Lannister's maid;;Killed by Qyburn in the black cells
Lady;Jocelyn;Swyft;"image(""http://awoiaf.westeros.org/images/6/68/House_Swyft.PNG"")";"image(""http://awoiaf.westeros.org/images/6/68/House_Swyft.PNG"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";;Cersei Lannister's maid;;
;Puckens;;;;"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";;Lannister guard;;
;;;;;"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";Shortear;Lannister guard;;
;Hoke;;;;"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";Hoke the Horseleg;Lannister guard;;
;230 Brienne;;;;;;;;
Ser;Creighton;Longbough;;"image(""http://awoiaf.westeros.org/images/4/48/Creighton_Longbough.PNG"")";;;Hedgeknight;;
Ser;Illifer;;;"image(""http://awoiaf.westeros.org/images/8/83/MiniSerIllifer.png"")";;Illifer the Penniless;Hedgeknight;;
Ser;Herbert;Bolling;"image(""http://awoiaf.westeros.org/images/6/66/House_Bolling.PNG"")";"image(""http://awoiaf.westeros.org/images/6/66/House_Bolling.PNG"")";"image(""http://awoiaf.westeros.org/images/2/2e/Stannis_sigil_coat.png"")";;;;Killed by Creighton Longbough at the Battle of the Blackwater
;Manfryd;Lothston;"image(""http://awoiaf.westeros.org/images/f/ff/House_Lothston.PNG"")";"image(""http://awoiaf.westeros.org/images/f/ff/House_Lothston.PNG"")";"image(""http://awoiaf.westeros.org/images/2/23/House_Tully.PNG"")";Manfryd of the Black Hood;;Lucas' Son;Historical Character
Ser;;;;;;Knight of the Red Chicken;;;Killed by Creighton Longbough at the Battle of the Blackwater
Ser;Shadrich;;;"image(""http://awoiaf.westeros.org/images/d/d5/Shadrich_personal_coa.png"")";"image(""http://awoiaf.westeros.org/images/6/69/Baelish%28Harrenhal%29CoA.png"")";Mad Mouse, Shadrich of the Shady Glen;Hedgeknight;;
;Hibald;;;;;;Merchant;;
;Naggle;;;;;;Old Stone Bridge innkeep;;
Ser;Galladon;;;;;Galladon of Morne, The Perfect Knight;;;Historical Character
;231 Samwell;;;;;;;;
Septon;Jorquen;;;;"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";;Castle Black septon;;Historical Character
Commander;Orbert;Caswell;"image(""http://awoiaf.westeros.org/images/1/10/House_Caswell.png"")";"image(""http://awoiaf.westeros.org/images/1/10/House_Caswell.png"")";"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";;Lord Commander of the Night's Watch;;Historical Character
;Colloquo;Votar;;;;;Adventurer;;Historical Character
Maester;Thomax;;;;;;Maester;;Historical Character
Commander;Osric;Stark;"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";;Lord Commander of the Night's Watch;;Historical Character
;232 Arya;;;;;;;;
;Denyo;Terys;;;;;"""Titan's Daughter"" cabin boy";Ternesio's Son;
Captain;Ternesio;Terys;;;;;"""Titan's Daughter"" captain";;
;Yorko;Terys;;;;;"""Titan's Daughter"" crewman";Ternesio's Son;
;233 Cersei;;;;;;;;
Lord;Owen;Merryweather;"image(""http://awoiaf.westeros.org/images/5/5a/House_Merryweather.PNG"")";"image(""http://awoiaf.westeros.org/images/5/5a/House_Merryweather.PNG"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";The Chuckler, Old Merryweather;Hand of King Aerys II, Lord of Longtable;;Died
Lord;Renfred;Rykker;"image(""http://awoiaf.westeros.org/images/f/f5/House_Rykker.PNG"")";"image(""http://awoiaf.westeros.org/images/f/f5/House_Rykker.PNG"")";"image(""http://awoiaf.westeros.org/images/5/5d/Joffrey_sigil_coat.png"")";;Lord of Duskendale;;
Ser;Lambert;Turnberry;"image(""http://awoiaf.westeros.org/images/f/ff/Turnberry.png"")";"image(""http://awoiaf.westeros.org/images/f/ff/Turnberry.png"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";;;;
Ser;Balman;Byrch;"image(""http://awoiaf.westeros.org/images/8/84/House_Byrch.PNG"")";"image(""http://awoiaf.westeros.org/images/8/84/House_Byrch.PNG"")";"image(""http://awoiaf.westeros.org/images/5/5d/Joffrey_sigil_coat.png"")";;;;Killed by Bronn at Stokeworth
Lord;Orton;Merryweather;"image(""http://awoiaf.westeros.org/images/5/5a/House_Merryweather.PNG"")";"image(""http://awoiaf.westeros.org/images/5/5a/House_Merryweather.PNG"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";;Hand of King Tommen I, Lord of Longtable, Small Council Justiciar;;
King;Garth XII;Gardener;"image(""http://awoiaf.westeros.org/images/9/9a/House_Gardner.PNG"")";"image(""http://awoiaf.westeros.org/images/9/9a/House_Gardner.PNG"")";"image(""http://awoiaf.westeros.org/images/9/9a/House_Gardner.PNG"")";;King of Highgarden;;Historical Character
;234 Jaime;;;;;;;;
Lord;Quenton;Hightower;"image(""http://awoiaf.westeros.org/images/7/7c/House_Hightower.png"")";"image(""http://awoiaf.westeros.org/images/7/7c/House_Hightower.png"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";;Lord of the Hightower, Lord of the Port, Defender of the Citadel, Voice of Oldtown, Beacon of the South;;Killed by a mob at Oldtown
;Rennifer;Longwaters;;;"image(""http://awoiaf.westeros.org/images/5/5d/Joffrey_sigil_coat.png"")";;King's Landing chief gaoler (acting), King's Landing chief undergaoler;;
Lord;;Oakenfist;;;;;;;Historical Character
;235 Brienne;;;;;;;;
Lady;Danelle;Lothston;"image(""http://awoiaf.westeros.org/images/f/ff/House_Lothston.PNG"")";"image(""http://awoiaf.westeros.org/images/f/ff/House_Lothston.PNG"")";"image(""http://awoiaf.westeros.org/images/2/23/House_Tully.PNG"")";Mad Danelle;Lady of Harrenhal;;Historical Character
Lord;Denys;Darklyn;"image(""http://awoiaf.westeros.org/images/c/c5/House_Darklyn.PNG"")";"image(""http://awoiaf.westeros.org/images/c/c5/House_Darklyn.PNG"")";"image(""http://awoiaf.westeros.org/images/c/c5/House_Darklyn.PNG"")";;Lord of Duskendale;;Killed by Aerys II Targaryen at Duskendale
Ser;Rufus;Leek;;;"image(""http://awoiaf.westeros.org/images/f/f5/House_Rykker.PNG"")";;Duskendale castellan;;
Lady;;Rykker;;"image(""http://awoiaf.westeros.org/images/f/f5/House_Rykker.PNG"")";"image(""http://awoiaf.westeros.org/images/5/5d/Joffrey_sigil_coat.png"")";;Lady of Duskendale;;
Lady;Serala;Darklyn;;"image(""http://awoiaf.westeros.org/images/c/c5/House_Darklyn.PNG"")";"image(""http://awoiaf.westeros.org/images/c/c5/House_Darklyn.PNG"")";Lace Serpent;Lady of Duskendale;;Killed by Targaryens at Duskendale
Ser;Symon;Hollard;"image(""http://awoiaf.westeros.org/images/5/5f/House_Hollard.PNG"")";"image(""http://awoiaf.westeros.org/images/5/5f/House_Hollard.PNG"")";"image(""http://awoiaf.westeros.org/images/c/c5/House_Darklyn.PNG"")";;Duskendale master-at-arms;Steffon's Brother;Killed by Barristan Selmy at Duskendale
Ser;Jon;Hollard;"image(""http://awoiaf.westeros.org/images/5/5f/House_Hollard.PNG"")";"image(""http://awoiaf.westeros.org/images/5/5f/House_Hollard.PNG"")";"image(""http://awoiaf.westeros.org/images/c/c5/House_Darklyn.PNG"")";;Duskendale steward;;Killed by Targaryens at Duskendale
;Robin;Hollard;"image(""http://awoiaf.westeros.org/images/5/5f/House_Hollard.PNG"")";"image(""http://awoiaf.westeros.org/images/5/5f/House_Hollard.PNG"")";;;Squire;;Killed by Targaryens at Duskendale
Ser;Steffon;Hollard;"image(""http://awoiaf.westeros.org/images/5/5f/House_Hollard.PNG"")";"image(""http://awoiaf.westeros.org/images/5/5f/House_Hollard.PNG"")";;;;Symon's Brother;Died
Septa;Roelle;;;;"image(""http://awoiaf.westeros.org/images/f/f3/House_Tarth.PNG"")";;Evenfall Hall septa;;
;Dick;Crabb;;;"image(""http://awoiaf.westeros.org/images/5/5d/Joffrey_sigil_coat.png"")";Nimble Dick;;;Killed by Shagwell the Fool at the Whispers
;Humfrey;Wagstaff;"image(""http://awoiaf.westeros.org/images/thumb/9/95/Wagstaff.png/498px-Wagstaff.png"")";"image(""http://awoiaf.westeros.org/images/thumb/9/95/Wagstaff.png/498px-Wagstaff.png"")";"image(""http://awoiaf.westeros.org/images/8/82/House_Grandison.PNG"")";;Grandview castellan;;
Ser;Goodwin;;;;"image(""http://awoiaf.westeros.org/images/f/f3/House_Tarth.PNG"")";;Evenfall Hall master-at-arms;;
;236 Sansa;;;;;;;;
;Gretchel;;;;"image(""http://awoiaf.westeros.org/images/b/be/House_Arryn.PNG"")";;Robert Arryn's servant;;
;Maddy;;;;"image(""http://awoiaf.westeros.org/images/b/be/House_Arryn.PNG"")";Fat Maddy;Robert Arryn's servant;;
;;;;;;Winged Knight;;;Historical Character
Ser;Marwyn;Belmore;"image(""http://awoiaf.westeros.org/images/2/20/Belmore.PNG"")";"image(""http://awoiaf.westeros.org/images/2/20/Belmore.PNG"")";"image(""http://awoiaf.westeros.org/images/b/be/House_Arryn.PNG"")";Ser Ding-Dong;The Eyrie captain of the household guard;;
Ser;Symond;Templeton;"image(""http://awoiaf.westeros.org/images/5/52/House_Templeton.png"")";"image(""http://awoiaf.westeros.org/images/5/52/House_Templeton.png"")";"image(""http://awoiaf.westeros.org/images/6/69/Baelish%28Harrenhal%29CoA.png"")";Knight of Ninestars;Lord of Ninestars, Lord Declarant;;
Lord;Benedar;Belmore;"image(""http://awoiaf.westeros.org/images/2/20/Belmore.PNG"")";"image(""http://awoiaf.westeros.org/images/2/20/Belmore.PNG"")";"image(""http://awoiaf.westeros.org/images/6/69/Baelish%28Harrenhal%29CoA.png"")";;Lord of Strongsong, Lord Declarant;;
Lord;Gilwood;Hunter;"image(""http://awoiaf.westeros.org/images/f/f0/House_Hunter.PNG"")";"image(""http://awoiaf.westeros.org/images/f/f0/House_Hunter.PNG"")";"image(""http://awoiaf.westeros.org/images/b/be/House_Arryn.PNG"")";Young Lord Hunter;Lord of Longbow Hall, Lord Declarant;Eon's Son;
Ser;Samwell;Stone;;;"image(""http://awoiaf.westeros.org/images/e/ed/Royce.png"")";Strong Sam Stone;Runestone master-at-arms;;
Lord;Lyonel;Corbray;"image(""http://awoiaf.westeros.org/images/e/e0/Corbray.png"")";"image(""http://awoiaf.westeros.org/images/e/e0/Corbray.png"")";"image(""http://awoiaf.westeros.org/images/6/69/Baelish%28Harrenhal%29CoA.png"")";;Lord of Heart's Hoe;;
Ser;Ronnel;Arryn;"image(""http://awoiaf.westeros.org/images/b/be/House_Arryn.PNG"")";"image(""http://awoiaf.westeros.org/images/b/be/House_Arryn.PNG"")";"image(""http://awoiaf.westeros.org/images/b/be/House_Arryn.PNG"")";;Keeper of the Gates of the Moon;Jasper's Son;Died of illness
;237 The Kraken's Daughter;;;;;;;;
;Boremund;Harlaw;"image(""http://awoiaf.westeros.org/images/3/32/House_Harlaw.PNG"")";"image(""http://awoiaf.westeros.org/images/d/dd/Boremund_Harlaw.PNG"")";"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";Boremund the Blue;Lord of Harridan Hill;;
;Hotho;Harlaw;"image(""http://awoiaf.westeros.org/images/3/32/House_Harlaw.PNG"")";"image(""http://awoiaf.westeros.org/images/b/b7/Hotho_Harlaw.png"")";"image(""http://awoiaf.westeros.org/images/6/6e/Euronsigil1.png"")";Hotho Humpback;Lord of the Tower of Glimmering;;
Lord;Harras;Harlaw;"image(""http://awoiaf.westeros.org/images/3/32/House_Harlaw.PNG"")";"image(""http://awoiaf.westeros.org/images/b/bb/Harris_Harlaw.png"")";"image(""http://awoiaf.westeros.org/images/6/6e/Euronsigil1.png"")";The Knight;"Lord of Grey Garden, Lord of Greyshield (disputed), Asha Greyjoy's champion, ""Nightfall"" wielder";;
;Sigfryd;Harlaw;"image(""http://awoiaf.westeros.org/images/3/32/House_Harlaw.PNG"")";"image(""http://awoiaf.westeros.org/images/a/ab/Sigfryd_Harlaw.png"")";"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";Sigfryd Silverhair;Lord of Harlaw Hall;;
;;;;;"image(""http://awoiaf.westeros.org/images/3/32/House_Harlaw.PNG"")";Three-Tooth, Twelve-Tooth;Rodrik Harlaw's steward;;
Lord;Tristifer;Botley;"image(""http://awoiaf.westeros.org/images/f/f7/Botley.png"")";"image(""http://awoiaf.westeros.org/images/f/f7/Botley.png"")";"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";;Lord of Lordsport (disputed), Asha Greyjoy's champion, Baelor Blacktyde's ward;Sawane's Son;
;Harren;Botley;"image(""http://awoiaf.westeros.org/images/f/f7/Botley.png"")";"image(""http://awoiaf.westeros.org/images/f/f7/Botley.png"")";"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";;;Sawane's Son;Killed by Reeds at Moat Cailin
Lady;Gwynesse;Harlaw;"image(""http://awoiaf.westeros.org/images/3/32/House_Harlaw.PNG"")";"image(""http://awoiaf.westeros.org/images/3/32/House_Harlaw.PNG"")";"image(""http://awoiaf.westeros.org/images/6/6e/Euronsigil1.png"")";;;;
Lady;Alannys;Harlaw;"image(""http://awoiaf.westeros.org/images/3/32/House_Harlaw.PNG"")";"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";Lanny;;;
Lady;Sybelle;Locke;"image(""http://awoiaf.westeros.org/images/9/9e/House_Locke.PNG"")";"image(""http://awoiaf.westeros.org/images/3/3d/House_Glover.PNG"")";"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";;Lady of Deepwood Motte, Greyjoy captive;;
Lord;Theomore;Harlaw;"image(""http://awoiaf.westeros.org/images/3/32/House_Harlaw.PNG"")";"image(""http://awoiaf.westeros.org/images/3/32/House_Harlaw.PNG"")";"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";;Lord of Ten Towers;;Historical Character
;Aenar;Targaryen;"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;;;Historical Character
Lord;Baelor;Blacktyde;"image(""http://awoiaf.westeros.org/images/5/50/Blacktyde.PNG"")";"image(""http://awoiaf.westeros.org/images/5/50/Blacktyde.PNG"")";"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";;"Lord of Blacktyde, ""Nightflyer"" captain";;Killed by Euron Greyjoy at Nagga's Hill
;Beron;Blacktyde;"image(""http://awoiaf.westeros.org/images/5/50/Blacktyde.PNG"")";"image(""http://awoiaf.westeros.org/images/5/50/Blacktyde.PNG"")";;Blind Beron;Drowned God priest;;
;;;;;;Old Grey Gull;Drowned God priest;;
;Haereg;;;;;;;;Historical Character
Archmaester;Rigney;;;;"image(""http://awoiaf.westeros.org/images/7/7c/House_Hightower.png"")";;Archmaester;;
Maester;Denestan;;;;;;Maester;;
Lord;Waldon;Wynch;"image(""http://awoiaf.westeros.org/images/b/ba/Wynch.png"")";"image(""http://awoiaf.westeros.org/images/b/ba/Wynch.png"")";"image(""http://awoiaf.westeros.org/images/6/6e/Euronsigil1.png"")";;Lord of Iron Holt;;
Lord;Germund;Botley;"image(""http://awoiaf.westeros.org/images/f/f7/Botley.png"")";"image(""http://awoiaf.westeros.org/images/f/f7/Botley.png"")";"image(""http://awoiaf.westeros.org/images/6/6e/Euronsigil1.png"")";;"Lord of Lordsport (disputed), ""Silverfin"" captain";Sawane's Brother;
Maester;Joseran;;;;"image(""http://awoiaf.westeros.org/images/f/f7/Botley.png"")";;Blacktyde maester;;
Lord;Alyn;Orkwood;"image(""http://awoiaf.westeros.org/images/4/49/Orkwood.png"")";"image(""http://awoiaf.westeros.org/images/4/49/Orkwood.png"")";"image(""http://awoiaf.westeros.org/images/6/6e/Euronsigil1.png"")";;Lord of Orkmont;;
;Jon;Myre;"image(""http://awoiaf.westeros.org/images/2/2a/Myre.png"")";"image(""http://awoiaf.westeros.org/images/2/2a/Myre.png"")";"image(""http://awoiaf.westeros.org/images/6/6e/Euronsigil1.png"")";Pinchface;;;
;Lucas;Codd;"image(""http://awoiaf.westeros.org/images/3/33/House_Codd.png"")";"image(""http://awoiaf.westeros.org/images/3/33/House_Codd.png"")";"image(""http://awoiaf.westeros.org/images/6/6e/Euronsigil1.png"")";Left-Hand Lucas;;;
;Harren;;;;"image(""http://awoiaf.westeros.org/images/6/6e/Euronsigil1.png"")";Harren Half-Hoare;;;
;;;;;"image(""http://awoiaf.westeros.org/images/6/6e/Euronsigil1.png"")";Red Oarsman;;;
;Kemmett;Pyke;;;"image(""http://awoiaf.westeros.org/images/6/6e/Euronsigil1.png"")";Kemmett the Bastard;;;
;Rodrik;Freeborn;;;"image(""http://awoiaf.westeros.org/images/6/6e/Euronsigil1.png"")";;;;
;Torwold;;;;"image(""http://awoiaf.westeros.org/images/6/6e/Euronsigil1.png"")";Browntooth;;;
;238 Cersei;;;;;;;;
;Melara;Hetherspoon;"image(""http://awoiaf.westeros.org/images/7/74/Hetherspoon.PNG"")";"image(""http://awoiaf.westeros.org/images/7/74/Hetherspoon.PNG"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";;;;Died from drowning at Casterly Rock
;Ossifer;Plumm;"image(""http://awoiaf.westeros.org/images/7/7e/House_Plumm.PNG"")";"image(""http://awoiaf.westeros.org/images/7/7e/House_Plumm.PNG"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";;;;Historical Character
Lord;Philip;Plumm;"image(""http://awoiaf.westeros.org/images/7/7e/House_Plumm.PNG"")";"image(""http://awoiaf.westeros.org/images/7/7e/House_Plumm.PNG"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";;Lord of House Plumm;;
King;Viserys I;Targaryen;"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;"King, ""Blackfyre"" wielder";Baelon's Son;Historical Character
Ser;Harwyn;Plumm;"image(""http://awoiaf.westeros.org/images/7/7e/House_Plumm.PNG"")";"image(""http://awoiaf.westeros.org/images/7/7e/House_Plumm.PNG"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";Hardstone;Castle Darry captain of the household guard;;
;Damion;Lannister;"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";;Casterly Rock castellan;;
;Wat;;;;;Blue Bard;Singer;;
;Maggy;;;;;Maggy the Frog;Maegi, sorceress;;
;239 The Soiled Knight;;;;;;;;
Lord;Edgerran;Oakheart;"image(""http://awoiaf.westeros.org/images/0/0f/House_Oakheart.png"")";"image(""http://awoiaf.westeros.org/images/0/0f/House_Oakheart.png"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";Edgerran the Open-handed;Lord of Old Oak;;Historical Character
;Alester;Oakheart;"image(""http://awoiaf.westeros.org/images/0/0f/House_Oakheart.png"")";"image(""http://awoiaf.westeros.org/images/0/0f/House_Oakheart.png"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";;;;Historical Character
Ser;Olyvar;Oakheart;"image(""http://awoiaf.westeros.org/images/0/0f/House_Oakheart.png"")";"image(""http://awoiaf.westeros.org/images/1/15/Kingsguard.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";Green Oak;Kingsguard;;Historical Character
Septa;Eglantine;;;;"image(""http://awoiaf.westeros.org/images/5/5d/Joffrey_sigil_coat.png"")";;Lannister septa;;
Ser;Gascoyne;;;;"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";Gascoyne of the Greenblood;Trystane Martell's bodyguard;;
Prince;Maron;Martell;"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;Prince of Dorne;;Historical Character
Ser;Terrence;Toyne;"image(""http://awoiaf.westeros.org/images/5/5c/House_Toyne.PNG"")";"image(""http://awoiaf.westeros.org/images/1/15/Kingsguard.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;Kingsguard;;Historical Character
Ser;Lucamore;Strong;"image(""http://awoiaf.westeros.org/images/3/35/House_Strong.PNG"")";"image(""http://awoiaf.westeros.org/images/1/15/Kingsguard.PNG"")";"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";Lucamore the Lusty;Kingsguard;;Historical Character
Ser;Criston;Cole;"image(""http://awoiaf.westeros.org/images/7/74/House_Cole.png"")";"image(""http://awoiaf.westeros.org/images/1/15/Kingsguard.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";Kingmaker;Lord Commander of the Kingsguard;;Historical Character
;Loreza;Sand;"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";;;Sand Snake;Oberyn's Bastard;
;Dorea;;"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";;;;;
;Alyse;Ladybright;"image(""http://awoiaf.westeros.org/images/c/c2/YronwoodCoA.png"")";"image(""http://awoiaf.westeros.org/images/c/c2/YronwoodCoA.png"")";"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";;Sunspear treasurer;;
Lord;Anders;Yronwood;"image(""http://awoiaf.westeros.org/images/c/c2/YronwoodCoA.png"")";"image(""http://awoiaf.westeros.org/images/c/c2/YronwoodCoA.png"")";"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";;Warden of the Stone Way, Bloodroyal, Lord of Yronwood;Ormond's Son;
;Aegor;Rivers;;"image(""http://awoiaf.westeros.org/images/4/49/COA_Aegor_Rivers.png"")";"image(""http://awoiaf.westeros.org/images/e/e4/Golden_Company_pike.png"")";Bittersteel;"Golden Company commander, ""Blackfyre"" wielder";;Historical Character
;240 Brienne;;;;;;;;
Ser;Cedric;Payne;"image(""http://awoiaf.westeros.org/images/b/bb/House_Payne.png"")";"image(""http://awoiaf.westeros.org/images/b/bb/House_Payne.png"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";;;;Killed by Starks in the riverlands
Ser;Lorimer;;;;"image(""http://awoiaf.westeros.org/images/7/71/House_Lefford.PNG"")";Lorimer the Belly;;;Killed by Lannisters in the riverlands
Lord;;Caron;"image(""http://awoiaf.westeros.org/images/6/64/House_Caron.png"")";"image(""http://awoiaf.westeros.org/images/6/64/House_Caron.png"")";"image(""http://awoiaf.westeros.org/images/d/d1/House_Baratheon.PNG"")";;;;Died of fever
Lady;;Caron;;"image(""http://awoiaf.westeros.org/images/6/64/House_Caron.png"")";"image(""http://awoiaf.westeros.org/images/d/d1/House_Baratheon.PNG"")";;;;Died of fever
Ser;Hyle;Hunt;"image(""http://awoiaf.westeros.org/images/e/e1/Hunt.png"")";"image(""http://awoiaf.westeros.org/images/e/e1/Hunt.png"")";;;Tarly captain, Maidenpool captain of the gate, Hedgeknight;;Killed by Lem in the Riverlands
;;;;;"image(""http://awoiaf.westeros.org/images/d/d8/Tarly.png"")";Pisspot;Tarly guard;;
;Alyn;Hunt;"image(""http://awoiaf.westeros.org/images/e/e1/Hunt.png"")";"image(""http://awoiaf.westeros.org/images/e/e1/Hunt.png"")";"image(""http://awoiaf.westeros.org/images/d/d8/Tarly.png"")";;Tarly tracker;;
Ser;Ben;Bushy;"image(""http://awoiaf.westeros.org/images/2/2e/Bushy.PNG"")";"image(""http://awoiaf.westeros.org/images/2/2e/Bushy.PNG"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";Big Ben Bushy;;;Killed by Lannisters at the Battle of the Blackwater
Ser;Richard;Farrow;;;"image(""http://awoiaf.westeros.org/images/2/2e/Stannis_sigil_coat.png"")";;;;Killed by Lannisters at the Battle of the Blackwater
Ser;Will;;;;"image(""http://awoiaf.westeros.org/images/2/2e/Stannis_sigil_coat.png"")";Will the Stork;;;Killed by Lannisters at the Battle of the Blackwater
Ser;Edmund;Ambrose;"image(""http://awoiaf.westeros.org/images/9/9f/Ambrose.png"")";"image(""http://awoiaf.westeros.org/images/9/9f/Ambrose.png"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";;;;
Ser;Hugh;Beesbury;"image(""http://awoiaf.westeros.org/images/5/51/House_Beesbury.png"")";"image(""http://awoiaf.westeros.org/images/5/51/House_Beesbury.png"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";;;;
Ser;Owen;Inchfield;"image(""http://awoiaf.westeros.org/images/thumb/4/4c/House_Inchfield.svg/545px-House_Inchfield.svg.png"")";"image(""http://awoiaf.westeros.org/images/thumb/4/4c/House_Inchfield.svg/545px-House_Inchfield.svg.png"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";;;;
Ser;Clarence;Crabb;;;"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;;;Historical Character
;241 Samwell;;;;;;;;
;Meggett;;;;;;;;Historical Character
Commander;Brynden;Rivers;;"image(""http://awoiaf.westeros.org/images/thumb/9/9b/Bloodraven.svg/545px-Bloodraven.svg.png"")";"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";Bloodraven;"Lord Commander of the Night's Watch, ""Dark Sister"" wielder";;Died north of the Wall
Captain;;;;;"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";Old Tattersalt;"""Blackbird"" captain, Night's Watch brother";;
;242 Jaime;;;;;;;;
Lord;Garrison;Prester;"image(""http://awoiaf.westeros.org/images/e/e8/House_Prester.PNG"")";"image(""http://awoiaf.westeros.org/images/e/e8/House_Prester.PNG"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";;Lord of Feastfires;;
